n,model,accuracy,macro_f1,top5_accuracy
100000,baseline_prior,0.1015410154101541,0.005337070547502723,0.4130241302413024
100000,naive_bayes,0.07633076330763308,0.0024039854570375393,0.2959329593295933
100000,logistic_ovr,0.07633076330763308,0.0024039854570375393,0.2959329593295933
100000,hoeffding_tree,0.12271122711227113,0.04494044775970817,0.42130421304213045
100000,hoeffding_adaptive,0.11983119831198312,0.033090018682833164,0.4235042350423504
100000,adaptive_forest,0.1999719997199972,0.08691972330457028,0.5178951789517895
105000,baseline_no_change,0.17087781788397985,0.13287655483489866,0.18936190476190476
105000,baseline_prior,0.10073429270754959,0.00528174996994254,0.4113753464318708
105000,naive_bayes,0.07587691311345822,0.0023906998265864903,0.29616472537833693
105000,logistic_ovr,0.07587691311345822,0.0023906998265864903,0.29616472537833693
105000,hoeffding_tree,0.1241726111677254,0.044389761165298997,0.4225183096981876
105000,hoeffding_adaptive,0.12073448318555415,0.03238182956876791,0.42397546643301365
105000,adaptive_forest,0.197525690720864,0.08486713605094644,0.51463347269974
110000,baseline_no_change,0.16979245265866053,0.13139923535645265,0.1882181818181818
110000,baseline_prior,0.10046454967772435,0.005246491510476082,0.41058555077773434
110000,naive_bayes,0.07530068455167774,0.0023738156356584196,0.2962845116773789
110000,logistic_ovr,0.07530068455167774,0.0023738156356584196,0.2962845116773789
110000,hoeffding_tree,0.12592841753106845,0.04449328250342281,0.4245584050764098
110000,hoeffding_adaptive,0.12180110728279347,0.031663591580354776,0.42553114119219265
110000,adaptive_forest,0.19566541514013763,0.08313316049087865,0.5119501086373512
