n,model,accuracy,macro_f1,top5_accuracy
85000,active_hoeffding_adaptive,0.12498970576124425,0.04898100670139928,0.41471076130307416
90000,baseline_no_change,0.17222413582373136,0.1347689312062865,0.1853
90000,baseline_prior,0.1012455693952155,0.00537707452656184,0.41316014622384695
90000,naive_bayes,0.0785342059356215,0.002468328271595733,0.29299214435715953
90000,logistic_ovr,0.0785342059356215,0.002468328271595733,0.29299214435715953
90000,hoeffding_tree,0.12316803520039112,0.04651630014198718,0.42261580684229827
90000,hoeffding_adaptive,0.1309014544606051,0.0386839735577487,0.43179368659651773
90000,adaptive_forest,0.19293547706085623,0.08030948443482294,0.5121056900632229
90000,active_naive_bayes,0.08481205346726074,0.004994946653220985,0.2828475871954133
90000,active_hoeffding_tree,0.12316803520039112,0.04651630014198718,0.42261580684229827
90000,active_hoeffding_adaptive,0.1272903032255914,0.048753469693669435,0.41670463005144504
95000,baseline_no_change,0.17221233907725345,0.13450157984413966,0.18573684210526314
95000,baseline_prior,0.10192738870935483,0.005377457761831763,0.4131517173864988
95000,naive_bayes,0.07706396909441152,0.0024254250540014046,0.293887304076885
95000,logistic_ovr,0.07706396909441152,0.0024254250540014046,0.293887304076885
95000,hoeffding_tree,0.1254855314266466,0.04645748415578933,0.42464657522710764
95000,hoeffding_adaptive,0.13258034295097842,0.03820387185078037,0.43309929578206086
95000,adaptive_forest,0.1942125706586385,0.08061080056533713,0.5131317171759703
95000,active_naive_bayes,0.08349561574332362,0.004924611305016872,0.28242402551605805
95000,active_hoeffding_tree,0.1254855314266466,0.04645748415578933,0.42464657522710764
95000,active_hoeffding_adaptive,0.12948557353235296,0.04802624582886976,0.4189412520131791
100000,baseline_no_change,0.17156171561715616,0.1348264946802939,0.18537
100000,baseline_prior,0.1015410154101541,0.005337070547502723,0.4130241302413024
100000,naive_bayes,0.07633076330763308,0.0024039854570375393,0.2959329593295933
100000,logistic_ovr,0.07633076330763308,0.0024039854570375393,0.2959329593295933
100000,hoeffding_tree,0.12684126841268412,0.04746890104566519,0.4274742747427474
